24188,25325,45911
25389,25033,17052
25475,25481,17474
27188,17639,22221
27188,31878,31717
27188,25524,37962
17639,31878,37882
17639,25524,30076
31878,25524,16690
25385,25551,22200
19796,26146,26638
25920,26155,49012
32037,28747,37017
32037,17388,19599
32037,26162,47314
28747,17388,47505
28747,26162,29006
17388,26162,23814
16408,26213,17453
26228,25955,22064
26308,23092,23170
26341,36566,31904
26341,26087,23091
36566,26087,37003
26405,25775,25536
19249,26458,21748
26484,19560,23409
23061,26507,46210
26628,25728,22841
26761,26871,30230
26946,25655,16203
27207,23191,35567
27244,27147,39496
27244,29986,24930
27147,29986,18177
25860,27248,49993
27257,27262,19823
26866,27295,17670
27348,25656,20074
27175,27367,42807
27387,25824,20187
27387,27948,25271
25824,27948,29738
27555,26400,28657
27547,27559,25736
27609,27610,20015
26059,28165,47431
26828,28759,18185
26828,31724,31336
26828,34527,30753
28759,31724,38596
28759,34527,17857
31724,34527,21215
28964,28717,27003
28964,28942,19504
28717,28942,35807
29005,29967,46315
29005,28036,31796
29967,28036,40513
26126,29036,39897
29066,18941,36671
28238,29099,25902
29564,29576,24384
28744,29612,28725
30181,28227,46282
32778,29753,42731
32778,30400,47362
29753,30400,49688
29838,30421,50373
32180,28837,18208
32180,30427,50269
28837,30427,23130
30711,30729,27262
30835,29926,18359
28412,30992,49032
31118,31108,23935
29463,31131,18520
27786,31177,26891
31347,31377,47470
19747,31605,24679
25668,31943,41357
30560,32202,39007
31310,32214,24791
32328,18853,44512
31846,32594,48576
32789,32768,38946
32813,24107,20626
33002,33001,46892
28176,33051,22332
17186,33263,38247
33514,32668,18996
33656,19993,23085
33829,31549,34014
31396,34027,50805
31424,34071,33011
33944,34087,39165
34129,32211,28753
34193,34268,23325
34035,34307,44086
34017,34464,40858
34672,17032,16349
34672,36744,20470
17032,36744,38133
27306,34710,19662
19951,35353,24498
35381,32054,22978
17100,35400,17655
34723,35425,42942
34933,35430,23627
34507,35459,34784
23957,35730,26639
36038,35218,44661
36260,31189,16463
36551,33936,26247
36602,16640,51246
36689,35677,24980
36734,17613,39217
36869,34751,26126
36869,37193,24496
34751,37193,33451
37914,37859,39203
26497,38011,28704
36118,38112,16843
38123,37940,29838
38216,38361,43904
38575,38755,50582
42053,38784,22978
42053,36409,17525
42053,39925,26167
38784,36409,48842
38784,39925,50568
36409,39925,20840
39159,16484,16796
39256,35316,17519
39383,33210,17235
38563,39415,27440
29010,40170,36583
40360,39782,35295
41858,40408,43376
41858,36526,45105
40408,36526,15987
40820,39713,29392
39918,41829,29076
39918,42491,35035
41829,42491,35057
41945,34742,16663
42028,41910,17794
42250,39219,23282
31792,42316,16254
42421,42422,27946
42426,37936,31117
42731,42730,32674
42835,43263,41860
42583,43412,44467
43515,38536,50519
43539,31171,27772
43966,27765,16431
43977,26771,16757
43713,44050,16900
44081,32383,41402
42048,44251,19009
32821,44520,21936
43697,44565,30922
40024,45083,19949
41635,45214,40205
45979,26346,45151
32684,46277,17687
46378,47126,49123
46378,44738,23510
47126,44738,19775
46449,45223,16836
47326,18671,31813
46232,47801,46339
48195,20936,32515
48197,48019,22403
43970,48957,39375
49405,47712,48772
49484,47931,37001
49563,49610,46369
49824,42477,36267
47209,49959,39985
50230,49742,18182
49143,50582,34432
50680,49378,20199
50702,22240,34932
50906,50901,43511
50931,18356,32594
49061,51242,28144
51319,50308,21604
